ID,메인분류,서브분류,상품명,가격
f99,음료,음료,팔도)코코뿌요복숭아P280,1700
f100,음료,음료,코카)코카제로레몬P500ml,2300
f101,음료,음료,코카)코카콜라제로제로250,1700
f102,음료,음료,롯데)핫식스제로캔250ml,1500
f103,음료,음료,동원)쿨피스톡제로파인350,2000
f104,음료,음료,동원)쿨피스톡제로피치350,2000
f105,음료,음료,던킨)배제로탄산캔350,1900
f106,음료,음료,던킨)자두제로탄산캔350,1900
f107,음료,음료,HEYROO그린머스켓제로P350,1300
f108,음료,음료,빙그레)앵무새바닐라라떼,2700
f109,음료,음료,빙그레)앵무새크림라떼,2700
f110,음료,음료,롯데)칠성사이다블루P500,2200
f111,음료,음료,영찬)파이어진에너지캔250,1500
f112,음료,음료,랩노쉬)프로틴딸기P350,3200
f113,음료,음료,HEYROO핑크피치제로P350,1300
f114,음료,음료,HEYROO블루레몬제로P350,1300
f115,음료,음료,농심)오이오차녹차P500,2200
f116,음료,음료,이마트)비상대책드링크100,4000
f117,음료,음료,엠즈)폴바셋스윗라떼330ml,3400
f118,음료,음료,동화)비타천플러스병120ml,1200
f119,음료,음료,웅진)빅토리아파인P500ml,1800
f120,음료,음료,웅진)빅토리아청포P500ml,1800
f121,음료,아이스드링크,바이오)꿀레몬생강230ml,1500
f122,음료,아이스드링크,바이오)꿀유자230ml,1500
f123,음료,아이스드링크,롯데)와일드바디라떼230ml,1800
f124,음료,아이스드링크,롯데)초코퍼지라떼230ml,1800
f125,음료,아이스드링크,동원)비비드제로자몽에이,1300
f126,음료,아이스드링크,동원)비비드제로샤인머스,1300
f127,음료,아이스드링크,동원)비비드저당초코라떼,1800
f128,음료,아이스드링크,동원)비비드저당바닐라떼,1800
f129,음료,아이스드링크,우양)쿠로미베리에이드,1700
f130,음료,아이스드링크,우양)폼폼푸린망고에이드,1700
f131,음료,아이스드링크,우양)시나모롤배에이드,1700
f132,음료,아이스드링크,엠즈)폴바셋스윗밀크티,2800
f133,음료,아이스드링크,엠즈)폴바셋바닐라라떼,2800
f134,음료,아이스드링크,동서)벚꽃캔디에이드230ml,1000
f135,음료,아이스드링크,23del)퍼플자두블랜디340,1300
f136,음료,아이스드링크,23del)레드자몽에이드340,1300
f137,음료,아이스드링크,23del)꿀배에이드340ml,1300
f138,음료,아이스드링크,23del)매실사과에이드340,1300
f139,음료,아이스드링크,23del)스테비아믹스커피,1200
f140,음료,아이스드링크,23del)라즈베리그린티340,1300
f141,음료,아이스드링크,23del)과테말라안티구아,1400
f142,음료,아이스드링크,23del)돌체라떼230ml,1500
f143,음료,아이스드링크,23del)카페라떼230ml,1500
f144,음료,아이스드링크,23del)캐러멜라떼230ml,1500
f145,음료,아이스드링크,23del)바닐라라떼230ml,1500
f146,음료,아이스드링크,롯데)칸타타블랙아메320ml,1700
f147,음료,아이스드링크,롯데)칸타타스윗아메320ml,1700
f148,음료,아이스드링크,23del)블랙아메리카노1L,3600
f149,음료,아이스드링크,23del)디카페인500ml,1900
f150,음료,아이스드링크,23del)제로자몽허니블500,1900
f151,음료,아이스드링크,23del)제로복숭아아이스1L,3600
f152,음료,아이스드링크,23del)헤이즐넛아메리카1L,3600
f153,음료,아이스드링크,23del)스위트아메리카노1L,3600
f154,음료,아이스드링크,23del)블랙아메리카노500,1900
f155,음료,아이스드링크,23del)제로헤이즐넛500ml,1900
f156,음료,아이스드링크,23del)제로핑크레몬500ml,1900
f157,음료,아이스드링크,23del)제로피치얼그레500,1900
f158,음료,아이스드링크,23del)스윗아메리카노500,1900
f159,음료,아이스드링크,del)봉지얼음180g,700
f160,음료,아이스드링크,del)빅봉지얼음230g,900
f161,음료,아이스드링크,23del)디카페인340ml,1400
f162,음료,아이스드링크,23del)더블샷스위트340ml,1400
f163,음료,아이스드링크,23del)블루레몬에이드340,1200
f164,음료,아이스드링크,23del)청포도에이드340ml,1200
f165,음료,아이스드링크,23del)복숭아아이스티340,1200
f166,음료,아이스드링크,23del)콜롬비아싱글오리진,1400
f167,음료,아이스드링크,23del)콜드브루340ml,1400
f168,음료,아이스드링크,23del)스윗아메리카노340,1200
f169,음료,아이스드링크,23del)헤이즐넛향340ml,1200
f170,음료,아이스드링크,23del)블랙아메리카노340,1200
f171,음료,아이스드링크,쟈뎅)시그니헤이즐넛320ml,1400
f172,음료,아이스드링크,쟈뎅)시그니처스위트320ml,1400
f173,음료,아이스드링크,롯데)스크류바에이드230ml,1400
f174,음료,아이스드링크,롯데)수박바에이드230ml,1400
f175,음료,아이스드링크,광동)비타500에이드230ml,1200
f176,음료,아이스드링크,남양)초코에몽에이드230ml,1200
f177,음료,아이스드링크,코카)조지아스윗아메230ml,1200
f178,음료,아이스드링크,롯데)칸타타바닐라아메230,1400
f179,음료,아이스드링크,롯데)칸타타카라멜마끼230,1400
f180,음료,아이스드링크,delaffe청포도아이스,1200
f181,음료,아이스드링크,조지아)블랙아이스230ml,1200
f182,음료,아이스드링크,del)벤티컵얼음400g,1300
f183,음료,아이스드링크,del)빅볼컵얼음160g,1300
f184,음료,아이스드링크,롯데)칸타타블랙아메리230,1400
f185,음료,아이스드링크,롯데)칸타타헤이즐넛230ml,1400
f186,음료,아이스드링크,롯데)칸타타스윗아메리230,1400
f187,음료,아이스드링크,del)빅컵얼음230g,900
f188,음료,아이스드링크,del)컵얼음180g,700
f189,음료,아이스드링크,칸타타)헤이즐넛냉원팩,1100
